Pathogenesis of Feline Diabetes,https://www.sciencedirect.com/science/article/abs/pii/S0195561613000041?via%3Dihub
"Pathophysiology of Prediabetes, Diabetes, and Diabetic Remission in Cats.",10.1016/J.CVSM.2023.02.001
A feline model of experimentally induced islet amyloidosis.,10.1016/S0002-9440(10)64852-3
Evaluation and Diagnostic Potential of Serum Ghrelin in Feline Hypersomatotropism and Diabetes Mellitus,10.1111/JVIM.12536
"Evaluation of insulin-like growth factor-1, total thyroxine, feline pancreas-specific lipase and urinary corticoid-to-creatinine ratio in cats with diabetes mellitus in Switzerland and the Netherlands",10.1177/1098612X16664390
ISFM Consensus Guidelines on the Practical Management of Diabetes Mellitus in Cats,10.1177/1098612X15571880
Amyloidogenesis of feline amylin and plasma levels in cats with diabetes mellitus or pancreatitis.,10.1016/J.DOMANIEND.2020.106532
Feline endocrinopathies.,https://www.sciencedirect.com/science/article/abs/pii/S0195561604001378?via%3Dihub
Safety and efficacy assessment of a GLP-1 mimetic: insulin glargine combination for treatment of feline diabetes mellitus,10.1016/J.DOMANIEND.2018.04.003
Predictors of clinical remission in cats with diabetes mellitus.,10.1111/J.1939-1676.2010.0598.X
Insulin sensitivity in normal and diabetic cats,10.1016/S1098-612X(99)90067-0
Incretin therapy in feline diabetes mellitus – a review of the current state of research,10.1016/J.DOMANIEND.2024.106869
Complications of diabetes mellitus in canine and feline patients,10.12968/VETN.2020.11.5.218
Determination of serum fPLI concentrations in cats with diabetes mellitus,10.1016/J.JFMS.2007.04.007
Diabetes from humans to cats.,10.1016/J.YGCEN.2012.11.019
Feline diabetes mellitus: a retrospective mortality study of 55 cats (1982-1994).,10.5326/15473317-33-2-107
Studying Cat (Felis catus) Diabetes: Beware of the Acromegalic Imposter,10.1371/JOURNAL.PONE.0127794
"Myelin splitting, Schwann cell injury and demyelination in feline diabetic neuropathy",10.1007/S004010050783
Diabetes Mellitus Drug Discovery: Insights into Targeting Feline and Human Amylin with Small Molecules,10.1096/FASEBJ.2022.36.S1.0R529
Prototypes Connect Human Diabetes with Feline and Canine Diabetes in the Context of Animal—Human Bonds: An Anthropological Analysis,10.2752/175303710X12627079939062
Feline obesity and diabetes: a One Health perspective.,10.1079/PAVSNNR201914017
"Prevalence of feline cataract: results of a cross-sectional study of 2000 normal animals, 50 cats with diabetes and one hundred cats following dehydrational crises.",10.1111/J.1463-5224.2006.00497.X
"Epidemiology of Diabetes Mellitus among 193,435 Cats Attending Primary‐Care Veterinary Practices in England",10.1111/JVIM.14365
Selected Topics in the Management of Diabetes Mellitus in Cats,10.1053/JFMS.2000.0080
Point-of-care β-hydroxybutyrate measurement for the diagnosis of feline diabetic ketoacidaemia.,10.1111/J.1748-5827.2012.01204.X
Feline pancreatic islet cell hyalinosis associated with diabetes mellitus and lowered serum-insulin concentrations.,10.1111/J.1748-5827.1970.TB05622.X
Diagnosis and management of feline diabetes mellitus (Part I),10.5167/UZH-68273
Intramuscular glargine with or without concurrent subcutaneous administration for treatment of feline diabetic ketoacidosis.,10.1111/VEC.12038
Use of glargine and lente insulins in cats with diabetes mellitus.,10.1111/J.1939-1676.2006.TB02851.X
Improving owner compliance with therapy of canine and feline diabetes: the American perspective,10.12968/COAN.2023.0057
Feline acromegaly: an essential differential diagnosis for the difficult diabetic.,10.1016/J.JFMS.2009.12.003
Kaniner und feliner Diabetes mellitus – ein epidemiologischer Rückblick (1996–2006),10.1055/S-0038-1622674
Oxidative Stress in Diabetes Mellitus,10.1007/978-1-61779-071-3_5
Feline diabetic remission: what is the recipe?,10.12968/COAN.2015.20.6.340
"Signalment, clinicopathological findings, management practices and comorbidities in cats with diabetes mellitus in Germany: cross-sectional study of 144 cases",10.1177/1098612X241303303
"Signalment and laboratory findings in cats with diabetes mellitus in Germany: a retrospective review of laboratory submissions of 129,505 cats.",10.1177/1098612X241262669
Transient clinical diabetes mellitus in cats: 10 cases (1989-1991).,10.1111/J.1939-1676.1999.TB02161.X
Loose-control of diabetes mellitus with protamine zinc insulin in cats: 185 cases (2005-2015).,https://pubmed.ncbi.nlm.nih.gov/30992596/
The use of oral recombinant feline interferon omega in two cats with type II diabetes mellitus and concurrent feline chronic gingivostomatitis syndrome,10.1186/2046-0481-66-19
Spontaneous diabetes mellitus-islet amyloid complex in adult cats.,https://pubmed.ncbi.nlm.nih.gov/3538892/
Progress in feline diabetes: keys to achieve diabetic remission,https://www.zora.uzh.ch/entities/publication/7acb0ba7-5236-482e-94a6-56c5a7198d5c
"Routine kidney variables, glomerular filtration rate and urinary cystatin C in cats with diabetes mellitus, cats with chronic kidney disease and healthy cats",10.1177/1098612X14559788
2018 AAHA Diabetes Management Guidelines for Dogs and Cats.,10.5326/JAAHA-MS-6822
Treatment of feline asthma with ciclosporin in a cat with diabetes mellitus and congestive heart failure,10.1177/1098612X14563342
Feline Diabetic Ketoacidosis,10.1002/9781118997093.CH19
Pasireotide for the Medical Management of Feline Hypersomatotropism,10.1111/JVIM.12608
"Survival, remission, and quality of life in diabetic cats",10.1111/JVIM.16625
Pilot study assessing the use of cabergoline for the treatment of cats with hypersomatotropism and diabetes mellitus,10.1177/1098612X20933213
A review of new developments in type 2 diabetes in human beings and cats.,10.1016/S0007-1935(05)80037-5
Time trends and risk factors for diabetes mellitus in cats presented to veterinary teaching hospitals,10.1016/J.JFMS.2007.02.004
Diagnosis and management of diabetes mellitus in five cats with somatotrophic abnormalities.,10.1053/JFMS.2000.0097
Priorities on treatment and monitoring of diabetic cats from the owners’ points of view,10.1177/1098612X19858154
Acceptance of home blood glucose monitoring by owners of recently diagnosed diabetic cats and impact on quality of life changes in cat and owner,10.1177/1098612X17727692
Evaluation of a continuous glucose monitoring system in cats with diabetes mellitus.,10.1016/J.JFMS.2004.07.006
Intensive blood glucose control is safe and effective in diabetic cats using home monitoring and treatment with glargine,10.1016/J.JFMS.2009.04.010
Assessment of the association between diabetes mellitus and chronic kidney disease in adult cats,10.1111/JVIM.15559
Islet amyloid in type 2 human diabetes mellitus and adult diabetic cats contains a novel putative polypeptide hormone.,https://pubmed.ncbi.nlm.nih.gov/3296768/
Feline Insular Amyloid: Incidence in Adult Cats with No Clinicopathologic Evidence of Overt Diabetes Mellitus,10.1177/030098588101800303
Environmental Risk Factors for Diabetes Mellitus in Cats.,10.1111/JVIM.14618
Evaluation of a Quality-of-Life Tool for Cats with Diabetes Mellitus,10.1111/J.1939-1676.2010.0579.X
Blood glucose level as an insufficient indicator of feline diabetes mellitus: a case report,10.17221/6920-VETMED
Prednisolone-induced diabetes mellitus in the cat: a historical cohort:,10.1177/1098612X20943522
Feline adiponectin: molecular structures and plasma concentrations in obese cats.,10.1292/JVMS.71.189
Investigation of serum IGF-I levels amongst diabetic and non-diabetic cats,10.1016/J.JFMS.2004.01.002
Diabetes Mellitus in Dogs and Cats,10.1002/9781119501237.CH12
Comparison of insulin infusion protocols for management of canine and feline diabetic ketoacidosis.,10.1111/VEC.13354
Treatment of newly diagnosed diabetic cats with glargine insulin improves glycaemic control and results in higher probability of remission than protamine zinc and lente insulins.,10.1016/J.JFMS.2009.05.016
Monitoring techniques for diabetes mellitus in the dog and the cat.,10.1053/SVMS.2002.33044
"Evaluation of routine hematology profile results and fructosamine, thyroxine, insulin, and proinsulin concentrations in lean, overweight, obese, and diabetic cats.",10.2460/JAVMA.243.9.1302
Cabergoline treatment in cats with diabetes mellitus and hypersomatotropism,10.1177/1098612X221074924
Dietary management of feline endocrine disease.,10.1016/J.CVSM.2014.03.005
Mapping of Diabetes Susceptibility Loci in a Domestic Cat Breed with an Unusually High Incidence of Diabetes Mellitus.,10.3390/GENES11111369
Exocrine Pancreas in Cats With Diabetes Mellitus,https://journals.sagepub.com/doi/10.1177/0300985815603434
Diabetes mellitus and pancreatitis – cause or effect?,https://onlinelibrary.wiley.com/doi/10.1111/jsap.12295
,
,
feline obesity,
Canine and Feline Obesity Management.,10.1016/J.CVSM.2021.01.005
"Canine and feline obesity: a review of pathophysiology, epidemiology, and clinical management",10.2147/VMRR.S40868
"Feline obesity - prevalence, risk factors, pathogenesis, associated conditions and assessment: a review",10.17221/145/2015-VETMED
Feline comorbidities: Pathophysiology and management of the obese diabetic cat:,10.1177/1098612X211021540
Feline obesity causes hematological and biochemical changes and oxidative stress – a pilot study,10.1007/S11259-022-09940-5
A cross-sectional study to compare changes in the prevalence and risk factors for feline obesity between 1993 and 2007 in New Zealand,10.1016/J.PREVETMED.2012.05.006
The cat as a model for human obesity: insights into depot-specific inflammation associated with feline obesity.,10.1017/S0007114513000226
"Prevalence and risk factors for feline obesity in a first opinion practice in Glasgow, Scotland.",10.1016/J.JFMS.2010.05.011
An investigation into the epidemiology of feline obesity in Great Britain: results of a cross-sectional study of 47 companion animal practises.,10.1136/VR.100953
Positive attitudes towards feline obesity are strongly associated with ownership of obese cats,10.1371/JOURNAL.PONE.0234190
Risk factors identified for owner-reported feline obesity at around one year of age: Dry diet and indoor lifestyle.,10.1016/J.PREVETMED.2015.07.011
"Comparative Aspects of Human, Canine, and Feline Obesity and Factors Predicting Progression to Diabetes",10.3390/VETSCI1020121
Identifying the target population and preventive strategies to combat feline obesity.,10.1177/1098612X241228042
The effects of obesity and fatty acids on the feline immune system.,10.1016/J.VETIMM.2007.10.015
Canine and feline obesity: a One Health perspective,10.1136/VR.G7521
Effectiveness of feline body mass index (fBMI) as new diagnostic tool for obesity.,https://pubmed.ncbi.nlm.nih.gov/27348888/
Feline obesity: risk factors and clinical and metabolic findings,10.5433/1679-0359.2021V42N6P3305
Oxidative stress and inflammatory state induced by obesity in the healthy feline,10.1111/J.1439-0396.2007.00680_7.X
Early-life risk factors identified for owner-reported feline overweight and obesity at around two years of age.,10.1016/J.PREVETMED.2017.05.010
Obesity-induced changes in gene expression in feline adipose and skeletal muscle tissue.,10.1111/JPN.13802
Overweight and the feline gut microbiome - a pilot study.,10.1111/JPN.12409
From Problem to Success,10.1177/1098612X12444999
Feline obesity: clinical recognition and management.,https://pubmed.ncbi.nlm.nih.gov/19746348/
Diet and feline obesity.,10.1093/JN/128.12.2776S
GLUT4 but not GLUT1 expression decreases early in the development of feline obesity,10.1016/J.DOMANIEND.2003.11.003
Current Topics in Canine and Feline Obesity.,10.1016/J.CVSM.2016.04.003
Canine and feline obesity: frequently asked questions and their answers.,https://pubmed.ncbi.nlm.nih.gov/22101449/
Metabolic Profiles of Feline Obesity Revealed by Untargeted and Targeted Mass Spectrometry-Based Metabolomics Approaches,10.3390/VETSCI12080697
Feline adiponectin: molecular structures and plasma concentrations in obese cats.,10.1292/JVMS.71.189
Adipocyte-Derived Adipokines and Other Obesity-Associated Molecules in Feline Mammary Cancer,10.3390/BIOMEDICINES11082309
Other Risks/Possible Benefits of Obesity.,10.1016/J.CVSM.2016.04.007
"Do owner-reported changes in mobility reflect measures of activity, pain and degenerative joint disease in cats?",10.1177/1098612X231178765
The Cat as a Model for Human Obesity and Diabetes,10.1177/193229681200600306
Canine and feline diabetes mellitus: nature or nurture?,10.1093/JN/134.8.2072S
Effects of weight loss in obese cats on biochemical analytes related to inflammation and glucose homeostasis.,10.1016/J.DOMANIEND.2011.10.003
Impact of Obesity on Quality of Life and Owner’s Perception of Weight Loss Programs in Cats,10.3390/VETSCI8020032
From Anorexia to Obesity: The Role of Nutrition in Feline Diseases:,10.1016/S1098-612X-07-00016-2
Feline obesity and diabetes: a One Health perspective.,10.1079/PAVSNNR201914017
Macronutrients in feline health,10.1016/J.CVSM.2014.03.007
Overweight and obesity in domestic cats: epidemiological risk factors and associated pathologies,10.1177/1098612X241285519
Management of obesity in cats,10.2147/VMRR.S40869
Prevalence and factors associated with overweight and obesity in cats in veterinary hospitals in France during the COVID-19 pandemic,10.1177/1098612X241305924
The role of key adipokines in obesity and insulin resistance in cats.,10.2460/JAVMA.235.5.518
Using Environmental and Feeding Enrichment to Facilitate Feline Weight Loss,10.1111/J.1439-0396.2005.00611_1.X
Overall prevalence of feline overweight/obesity in Japan as determined froma cross-sectional sample pool of healthy veterinary clinic-visiting cats in Japan,10.3906/VET-1502-31
Associations of body condition score with health conditions related to overweight and obesity in cats.,10.1111/JSAP.12905
How Fat is That Cat?,10.1053/JFMS.2000.0078
Understanding and Managing Obesity in Dogs and Cats,10.1016/J.CVSM.2006.08.005
"Effect of trans-fat, fructose and monosodium glutamate feeding on feline weight gain, adiposity, insulin sensitivity, adipokine and lipid profile.",10.1017/S000711451000588X
"The Effect of Obesity and Weight Loss on the Feline Fecal Microbiota, Inflammation and Intestinal Health Markers",https://atrium.lib.uoguelph.ca/items/51b27641-f44e-45bd-954c-8a516752dc5d
Pulmonary function in obese vs non-obese cats,10.1177/1098612X14548786
The Role of Diet in the Prevention and Management of Feline Diabetes,10.1016/J.CVSM.2012.11.004
Association between Gut Microbiota and Metabolic Health and Obesity Status in Cats,10.3390/ANI14172524
Changes in Serum Proteins in Cats with Obesity: A Proteomic Approach,10.3390/ANI15010091
Assessment of feline abdominal adipose tissue using computed tomography,10.1016/J.JFMS.2010.08.005
Obesity increases free thyroxine proportionally to nonesterified fatty acid concentrations in adult neutered female cats.,10.1677/JOE-07-0064
Obesity Treatment: Environment and Behavior Modification.,10.1016/J.CVSM.2016.04.009
Missense variants in MC4R gene are associated with obesity in cats,10.1007/S11259-025-10700-4
Endocrinology of obesity.,10.1016/J.CVSM.2009.10.004
A cross-sectional study of risk factors for obesity in cats in New Zealand.,10.1016/S0167-5877(00)00147-1
Intragastric botulinum toxin‐A injection: A novel approach to successfully manage feline obesity as an alternative technique to conventional treatment,10.1002/VRC2.1030
The growing problem of obesity in dogs and cats.,10.1093/JN/136.7.1940S
Bacterial fecal microbiota is only minimally affected by a standardized weight loss plan in obese cats,10.1186/S12917-020-02318-2
"Serum Lipid, Amino Acid and Acylcarnitine Profiles of Obese Cats Supplemented with Dietary Choline and Fed to Maintenance Energy Requirements",10.3390/ANI11082196
Feline Diabetes Is Associated with Deficits in Markers of Insulin Signaling in Peripheral Tissues,10.3390/IJMS252313195
"Effects of obesity, energy restriction and neutering on the faecal microbiota of cats",10.1017/S0007114517002379
Triiodothyronine differentially regulates key metabolic factors in lean and obese cats.,10.1016/J.DOMANIEND.2007.06.002
Insights into the interplay between gut microbiota and lipid metabolism in the obesity management of canines and felines,10.1186/S40104-024-01073-W
Prevalence and risk factors of obesity in an urban population of healthy cats.,10.1016/J.JFMS.2008.07.002
Obesity in dogs and cats: a metabolic and endocrine disorder.,10.1016/J.CVSM.2009.10.009
Evidence of obesity-induced inflammatory changes in client-owned cats,10.14202/VETWORLD.2024.1685-1692
The effect of obesity and subsequent weight reduction on cardiac morphology and function in cats,10.1186/S12917-024-04011-0
"Comparative occurrence of diabetes in canine, feline, and few wild animals and their association with pancreatic diseases and ketoacidosis with therapeutic approach.",10.14202/VETWORLD.2018.410-422
"Molecular cloning of feline resistin and the expression of resistin, leptin and adiponectin in the adipose tissue of normal and obese cats.",10.1292/JVMS.15-0233
Feline hepatic lipidosis,10.1016/S1096-2867(97)80041-2
"Current understanding of feline diabetes: part 1, pathogenesis.",10.1016/S1098-612X(99)90203-6
Feline Diabetes Mellitus: Low Carbohydrates Versus High Fiber?,10.1016/J.CVSM.2006.09.004
Characterization of feline nonsteroidal anti-inflammatory drug activated gene-1 (fNAG-1) and its protective function in kidney cells,10.1186/S12917-025-04781-1
Pathogenesis of feline diabetes mellitus.,10.1016/S0195-5616(95)50051-8
Kidney function and glucose metabolism in overweight and obese cats.,10.1080/01652176.2020.1759844
Pet Obesity Management: Beyond Nutrition,10.1016/J.CVSM.2014.03.004
Feline feeding programs: Addressing behavioural needs to improve feline health and wellbeing,10.1177/1098612X18791877
"Insulin Sensitivity Decreases with Obesity, and Lean Cats with Low Insulin Sensitivity are at Greatest Risk of Glucose Intolerance with Weight Gain",10.1053/JFMS.2001.0138
Risk of obesity in the neutered cat,10.1177/1098612X16660605
Long-term follow-up after weight management in obese cats*,10.1017/JNS.2014.36
Development of Obesity: Mechanisms and Physiology.,10.1016/J.CVSM.2016.04.002
"No more fat pets : canine and feline obesity, how to win",https://ecommons.cornell.edu/entities/publication/fbc7e612-880f-42cc-a1f4-f8f9e3946d63
"Obesity: occurrence, treatment, and prevention.",10.1016/S0195-5616(89)50055-X
"The impact of obesity, sex, and diet on hepatic glucose production in cats.",10.1152/AJPREGU.90771.2008
"Effects of weight loss with a moderate-protein, high-fiber diet on body composition, voluntary physical activity, and fecal microbiota of obese cats.",10.2460/AJVR.79.2.181
"Analytical performance of commercially-available assays for feline insulin-like growth factor 1 (IGF-1), adiponectin and ghrelin measurements",10.1177/1098612X11432236
Feline Comorbidities: A nutritional approach to management,10.1177/1098612X251320877
"Assessment of canine and feline body composition by veterinary health care teams in Ontario, Canada.",https://pubmed.ncbi.nlm.nih.gov/30532284/
Impact of Obesity on Cardiopulmonary Disease.,10.1016/J.CVSM.2016.04.005
A prospective investigation of the prevalence and prognostic significance of weight loss and changes in body condition in feline cancer patients⋆,10.1016/J.JFMS.2007.02.005
Behavioral awareness in the feline consultation: Understanding physical and emotional health,10.1177/1098612X18771204
Novel dietary strategies can improve the outcome of weight loss programmes in obese client-owned cats.,10.1016/J.JFMS.2009.07.003
